condition_id,condition_label,Ta,Tr,RH,v,PMV
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,18.0,30.0,0.05,-3.812637190302989
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,18.40909090909091,30.0,0.05,-3.740259185284625
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,18.818181818181817,30.0,0.05,-3.667624652161256
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,19.227272727272727,30.0,0.05,-3.5947330171743674
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,19.636363636363637,30.0,0.05,-3.5215837073329737
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,20.045454545454547,30.0,0.05,-3.4481761504055712
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,20.454545454545453,30.0,0.05,-3.374509774911762
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,20.863636363636363,30.0,0.05,-3.3005840101150388
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,21.272727272727273,30.0,0.05,-3.2263982860149087
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,21.681818181818183,30.0,0.05,-3.1519520333402684
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,22.09090909090909,30.0,0.05,-3.0772446835424785
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,22.5,30.0,0.05,-3.0022756687888155
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,22.90909090909091,30.0,0.05,-2.927044421956259
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,23.31818181818182,30.0,0.05,-2.8515503766254864
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,23.727272727272727,30.0,0.05,-2.7757929670751453
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,24.136363636363637,30.0,0.05,-2.699771628276486
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,24.545454545454547,30.0,0.05,-2.623485795887872
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,24.954545454545453,30.0,0.05,-2.5469349062498723
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,25.363636363636363,30.0,0.05,-2.470118396380566
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,25.772727272727273,30.0,0.05,-2.3930357039707655
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,26.18181818181818,30.0,0.05,-2.315686267379852
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,26.590909090909093,30.0,0.05,-2.2380695256311642
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,27.0,30.0,0.05,-2.160184918408768
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,27.40909090909091,30.0,0.05,-2.0820318860528224
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,27.81818181818182,30.0,0.05,-2.003609869556678
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,28.227272727272727,30.0,0.05,-1.9249183105630245
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,28.636363636363637,30.0,0.05,-1.845956651360888
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,29.045454545454547,30.0,0.05,-1.7667243348823327
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,29.454545454545453,30.0,0.05,-1.6872208047000052
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,29.863636363636367,30.0,0.05,-1.6074455050237777
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,30.272727272727273,30.0,0.05,-1.5273978806987254
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,30.681818181818183,30.0,0.05,-1.4470773772023011
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,31.090909090909093,30.0,0.05,-1.3664834406424788
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,31.5,30.0,0.05,-1.2856155177553075
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,31.90909090909091,30.0,0.05,-1.2044730559027919
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,32.31818181818182,30.0,0.05,-1.1230555030715352
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,32.72727272727273,30.0,0.05,-1.041362307870593
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,33.13636363636364,30.0,0.05,-0.9593929195303074
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,33.54545454545455,30.0,0.05,-0.8771467879003814
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,33.95454545454545,30.0,0.05,-0.7946233634488932
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,34.36363636363636,30.0,0.05,-0.711822097261056
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,34.77272727272727,30.0,0.05,-0.628742441037953
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,35.18181818181819,30.0,0.05,-0.5453838470958748
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,35.59090909090909,30.0,0.05,-0.46174576836505976
dry_still,"RH 30%, v 0.05 m/s",18.954545454545453,36.0,30.0,0.05,-0.37782765838945753
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,18.0,30.0,0.05,-3.7337511412381392
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,18.40909090909091,30.0,0.05,-3.6612635472412536
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,18.818181818181817,30.0,0.05,-3.5885199763490165
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,19.227272727272727,30.0,0.05,-3.515519849052241
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,19.636363636363637,30.0,0.05,-3.442262586721928
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,20.045454545454547,30.0,0.05,-3.3687476115982933
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,20.454545454545453,30.0,0.05,-3.294974346779591
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,20.863636363636363,30.0,0.05,-3.220942216212322
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,21.272727272727273,30.0,0.05,-3.1466506446811366
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,21.681818181818183,30.0,0.05,-3.0720990577989347
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,22.09090909090909,30.0,0.05,-2.9972868819982144
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,22.5,30.0,0.05,-2.9222135445217345
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,22.90909090909091,30.0,0.05,-2.8468784734143804
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,23.31818181818182,30.0,0.05,-2.7712810975146818
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,23.727272727272727,30.0,0.05,-2.6954208464470177
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,24.136363636363637,30.0,0.05,-2.619297150614115
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,24.545454545454547,30.0,0.05,-2.542909441189822
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,24.954545454545453,30.0,0.05,-2.4662571501119963
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,25.363636363636363,30.0,0.05,-2.3893397100756095
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,25.772727272727273,30.0,0.05,-2.3121565545269074
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,26.18181818181818,30.0,0.05,-2.234707117656712
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,26.590909090909093,30.0,0.05,-2.1569908343946245
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,27.0,30.0,0.05,-2.0790071404034856
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,27.40909090909091,30.0,0.05,-2.0007554720739003
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,27.81818181818182,30.0,0.05,-1.9222352665188311
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,28.227272727272727,30.0,0.05,-1.8434459615689918
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,28.636363636363637,30.0,0.05,-1.7643869957678884
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,29.045454545454547,30.0,0.05,-1.6850578083672205
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,29.454545454545453,30.0,0.05,-1.6054578393226704
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,29.863636363636367,30.0,0.05,-1.5255865292900161
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,30.272727272727273,30.0,0.05,-1.445443319620434
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,30.681818181818183,30.0,0.05,-1.3650276523578266
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,31.090909090909093,30.0,0.05,-1.2843389702344254
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,31.5,30.0,0.05,-1.2033767166677725
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,31.90909090909091,30.0,0.05,-1.1221403357574788
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,32.31818181818182,30.0,0.05,-1.0406292722821988
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,32.72727272727273,30.0,0.05,-0.958842971696728
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,33.13636363636364,30.0,0.05,-0.8767808801295216
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,33.54545454545455,30.0,0.05,-0.7944424443798385
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,33.95454545454545,30.0,0.05,-0.7118271119157088
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,34.36363636363636,30.0,0.05,-0.6289343308710541
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,34.77272727272727,30.0,0.05,-0.5457635500446258
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,35.18181818181819,30.0,0.05,-0.46231421889709273
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,35.59090909090909,30.0,0.05,-0.3785857875497825
dry_still,"RH 30%, v 0.05 m/s",19.272727272727273,36.0,30.0,0.05,-0.29457770678292355
dry_still,"RH 30%, v 0.05 m/s",19.59090909090909,18.0,30.0,0.05,-3.655201353323267
dry_still,"RH 30%, v 0.05 m/s",19.59090909090909,18.40909090909091,30.0,0.05,-3.5826009768137603
dry_still,"RH 30%, v 0.05 m/s",19.59090909090909,18.818181818181817,30.0,0.05,-3.50974521675705
dry_still,"RH 30%, v 0.05 m/s",19.59090909090909,19.227272727272727,30.0,0.05,-3.4366334870887836
dry_still,"RH 30%, v 0.05 m/s",19.59090909090909,19.636363636363637,30.0,0.05,-3.3632652027581273
dry_still,"RH 30%, v 0.05 m/s",19.59090909090909,20.045454545454547,30.0,0.05,-3.2896397797129864
dry_still,"RH 30%, v 0.05 m/s",19.59090909090909,20.454545454545453,30.0,0.05,-3.2157566348859272
dry_still,"RH 30%, v 0.05 m/s",19.59090909090909,20.863636363636363,30.0,0.05,-3.141615186180205
dry_still,"RH 30%, v 0.05 m/s",19.59090909090909,21.272727272727273,30.0,0.05,-3.0672148524573366
dry_still,"RH 30%, v 0.05 m/s",19.59090909090909,21.681818181818183,30.0,0.05,-2.9925550535240224
dry_still,"RH 30%, v 0.05 m/s",19.59090909090909,22.09090909090909,30.0,0.05,-2.917635210120198
dry_still,"RH 30%, v 0.05 m/s",19.59090909090909,22.5,30.0,0.05,-2.8424547439069983
dry_still,"RH 30%, v 0.05 m/s",19.59090909090909,22.90909090909091,30.0,0.05,-2.767013077455931
dry_still,"RH 30%, v 0.05 m/s",19.59090909090909,23.31818181818182,30.0,0.05,-2.69130963423749
dry_still,"RH 30%, v 0.05 m/s",19.59090909090909,23.727272727272727,30.0,0.05,-2.6153438386110905
dry_still,"RH 30%, v 0.05 m/s",19.59090909090909,24.136363636363637,30.0,0.05,-2.539115115814705
dry_still,"RH 30%, v 0.05 m/s",19.59090909090909,24.545454545454547,30.0,0.05,-2.4626228919553683
dry_still,"RH 30%, v 0.05 m/s",19.59090909090909,24.954545454545453,30.0,0.05,-2.3858665939994093
dry_still,"RH 30%, v 0.05 m/s",19.59090909090909,25.363636363636363,30.0,0.05,-2.3088456497640446
dry_still,"RH 30%, v 0.05 m/s",19.59090909090909,25.772727272727273,30.0,0.05,-2.2315594879081653
dry_still,"RH 30%, v 0.05 m/s",19.59090909090909,26.18181818181818,30.0,0.05,-2.1540075379243495
dry_still,"RH 30%, v 0.05 m/s",19.59090909090909,26.590909090909093,30.0,0.05,-2.0761892301304345
dry_still,"RH 30%, v 0.05 m/s",19.59090909090909,27.0,30.0,0.05,-1.9981039956624833
dry_still,"RH 30%, v 0.05 m/s",19.59090909090909,27.40909090909091,30.0,0.05,-1.9197512664667442
