PMV,PPD
-1.91,72.54035652960923
-1.9,72.0535108864407
-1.89,71.5634039795728
-1.88,71.07012120048552
-1.87,70.57374919814688
-1.86,70.07437582287679
-1.85,69.57209006969863
-1.84,69.06698202124568
-1.83,68.55914279028903
-1.82,68.04866446195336
-1.81,67.5356400356861
-1.8,67.02016336704486
-1.79,66.50232910936745
-1.78,65.98223265538758
-1.77,65.45997007885862
-1.76,64.93563807624693
-1.75,64.40933390855461
-1.74,63.88115534333096
-1.73,63.35120059693046
-1.72,62.819568277073635
-1.71,62.28635732576609
-1.7,61.75166696262937
-1.69,61.215596628696034
-1.68,60.67824593071952
-1.67,60.13971458604832
-1.66,59.60010236811179
-1.65,59.059509052563826
-1.64,58.51803436412862
-1.63,57.975777924191185
-1.62,57.432839199173664
-1.61,56.88931744973648
-1.6,56.34531168084201
-1.59,55.80092059271627
-1.58,55.25624253274257
-1.57,54.711375448319444
-1.56,54.16641684071302
-1.55,53.62146371993234
-1.54,53.07661256065476
-1.53,52.531959259225886
-1.52,51.98759909175776
-1.51,51.4436266733464
-1.5,50.90013591842864
-1.49,50.35722000229602
-1.48,49.8149713237821
-1.47,49.273481469137764
-1.46,48.732841177107275
-1.45,48.19314030521642
-1.44,47.65446779728219
-1.43,47.11691165215228
-1.42,46.58055889368048
-1.41,46.04549554194306
-1.4,45.511806585699624
-1.39,44.97957595610011
-1.38,44.44888650163876
-1.37,43.9198199643538
-1.36,43.39245695727086
-1.35,42.86687694308653
-1.34,42.34315821408704
-1.33,41.821377873296164
-1.32,41.30161181684491
-1.31,40.78393471755481
-1.3,40.2684200097249
-1.29,39.755139875112185
-1.28,39.244165230093685
-1.27,38.73556571399739
-1.26,38.22940967858897
-1.25,37.72576417869924
-1.24,37.2246949639775
-1.23,36.72626647175448
-1.22,36.23054182099793
-1.21,35.73758280734347
-1.2,35.24744989918213
-1.19,34.76020223478601
-1.18,34.275897620452156
-1.17,33.794592529644916
-1.16,33.31634210311596
-1.15,32.84120014998098
-1.14,32.369219149731634
-1.13,31.900450255160692
-1.12,31.43494329617829
-1.11,30.972746784496422
-1.1,30.513907919159337
-1.09,30.05847259289601
-1.08,29.606485399272017
-1.07,29.157989640616805
-1.06,28.713027336703007
-1.05,28.271639234153824
-1.04,27.833864816554637
-1.03,27.399742315245078
-1.02,26.969308720767245
-1.01,26.542599794946497
-1.0,26.119650083580567
-0.9900000000000002,25.700492929713405
-0.98,25.285160487469483
-0.9700000000000002,24.873683736425605
-0.96,24.466092496495634
-0.9500000000000002,24.06241544330571
-0.94,23.662680124035845
-0.9300000000000002,23.26691297370543
-0.9199999999999999,22.87513933187931
-0.9100000000000001,22.48738345977219
-0.8999999999999999,22.103668557728284
-0.8900000000000001,21.72401678305505
-0.8799999999999999,21.348449268187963
-0.8700000000000001,20.976986139165646
-0.8599999999999999,20.60964653439345
-0.8500000000000001,20.24644862367485
-0.8399999999999999,19.88740962748956
-0.8300000000000001,19.532545836498514
-0.8199999999999998,19.181872631255118
-0.81,18.835404502103742
-0.7999999999999998,18.493155069245404
-0.79,18.15513710295245
-0.7799999999999998,17.821362543912926
-0.77,17.49184252368711
-0.7599999999999998,17.166587385257714
-0.75,16.845606703656927
-0.7400000000000002,16.528909306652764
-0.73,16.216503295478276
-0.7200000000000002,15.908396065587482
-0.71,15.604594327421594
-0.7000000000000002,15.305104127170836
-0.69,15.009930867516061
-0.6800000000000002,14.719079328335908
-0.6699999999999999,14.432553687364901
-0.6600000000000001,14.150357540788875
-0.6499999999999999,13.872493923763855
-0.6400000000000001,13.598965330845644
-0.6299999999999999,13.329773736316994
-0.6200000000000001,13.064920614400222
-0.6099999999999999,12.804406959343282
-0.6000000000000001,12.548233305367503
-0.5899999999999999,12.29639974646598
-0.5800000000000001,12.048905956041565
-0.5699999999999998,11.80575120637397
-0.56,11.566934387905974
-0.5499999999999998,11.332454028338645
-0.54,11.102308311526428
-0.5299999999999998,10.876495096162685
-0.52,10.655011934247199
-0.5099999999999998,10.4378560893267
-0.5,10.225024554501047
-0.4900000000000002,10.01651407018619
-0.48,9.812321141627478
-0.4700000000000002,9.61244205615526
-0.45999999999999996,9.416872900176244
-0.4500000000000002,9.22560957589387
-0.43999999999999995,9.038647817751439
-0.43000000000000016,8.855983208591638
-0.41999999999999993,8.677611195526893
-0.41000000000000014,8.503527105515005
-0.3999999999999999,8.333726160634356
-0.3900000000000001,8.16820349305415
-0.3799999999999999,8.006954159694388
-0.3700000000000001,7.849973156571295
-0.3599999999999999,7.6972554328235105
