met,Ta,Tr,RH,v,thermal_load,PMV,PPD,pmv_factor
0.8,22.0,26.0,30.0,0.2,-34.47775533968363,-2.922688692369731,98.72116861189461,0.08477027183395952
0.8,22.0,26.0,50.0,0.05,-25.690779421708903,-2.177814355204557,84.10266527549054,0.08477027183395952
0.8,22.0,26.0,50.0,0.1,-25.690779421708903,-2.177814355204557,84.10266527549054,0.08477027183395952
0.8,22.0,26.0,50.0,0.2,-32.45090430360026,-2.750871979074001,97.32245118986694,0.08477027183395952
0.8,22.0,26.0,70.0,0.05,-23.66392838562556,-2.0059976419088295,77.0321072389932,0.08477027183395952
0.8,22.0,26.0,70.0,0.1,-23.66392838562556,-2.0059976419088295,77.0321072389932,0.08477027183395952
0.8,22.0,26.0,70.0,0.2,-30.424053267516918,-2.5790552657782735,94.94160968818429,0.08477027183395952
0.8,22.0,30.0,30.0,0.05,-17.19877284323413,-1.4579446491314783,48.62183408058882,0.08477027183395952
0.8,22.0,30.0,30.0,0.1,-17.19877284323413,-1.4579446491314783,48.62183408058882,0.08477027183395952
0.8,22.0,30.0,30.0,0.2,-24.10858471919797,-2.0436912801784546,78.69670035640516,0.08477027183395952
0.8,22.0,30.0,50.0,0.05,-15.171921807150781,-1.28612793583575,39.557009844707146,0.08477027183395952
0.8,22.0,30.0,50.0,0.1,-15.171921807150781,-1.28612793583575,39.557009844707146,0.08477027183395952
0.8,22.0,30.0,50.0,0.2,-22.081733683114614,-1.871874566882726,70.66702869365031,0.08477027183395952
0.8,22.0,30.0,70.0,0.05,-13.145070771067417,-1.1143112225400207,31.17160097621722,0.08477027183395952
0.8,22.0,30.0,70.0,0.1,-13.145070771067417,-1.1143112225400207,31.17160097621722,0.08477027183395952
0.8,22.0,30.0,70.0,0.2,-20.054882647031256,-1.7000578535869972,61.75476440286318,0.08477027183395952
0.8,22.0,34.0,30.0,0.05,-6.334693140020697,-0.5369936594642731,11.033965813850159,0.08477027183395952
0.8,22.0,34.0,30.0,0.1,-6.334693140020697,-0.5369936594642731,11.033965813850159,0.08477027183395952
