profile_id,profile_label,age,sex,height_cm,weight_kg,body_area_m2,clo,met,scenario_id,scenario_label,lever_id,lever_label,baseline_pmv,after_pmv,pmv_change,abs_pmv_improvement,baseline_ppd,after_ppd,ppd_improvement,baseline_load,after_load,load_change,baseline_load_w,after_load_w,load_change_w,dQ_conv,dQ_rad,dE_sk,dQ_res,dQ_conv_w,dQ_rad_w,dE_sk_w,dQ_res_w
smaller_female,"Smaller female, lower-met",30,female,160.0,55.0,1.563174472339115,0.45,0.8,severe_cold_bulk,Severe cold bulk,air_temp,Directed 1°C air shift,-4.82240813686508,-4.517509639565184,0.30489849729989604,0.30489849729989604,99.99999999202814,99.99999904126223,9.50765908669382e-07,-56.88796358127511,-53.2912015242051,3.596762057070009,-88.92581245360651,-83.30344582291674,5.622366630689768,-4.3420399044814175,1.0804192926009932,-0.2144169004249612,-0.1207245447646157,-6.78736593656312,1.6888838576165597,-0.3351710251823796,-0.1887135265608082
smaller_female,"Smaller female, lower-met",30,female,160.0,55.0,1.563174472339115,0.45,0.8,severe_cold_bulk,Severe cold bulk,radiant,Directed 1°C radiant shift,-4.82240813686508,-4.6099348752991185,0.2124732615659619,0.2124732615659619,99.99999999202814,99.99999975447142,2.3755671918479493e-07,-56.88796358127511,-54.38150398206401,2.506459599211098,-88.92581245360651,-85.00777879217038,3.9180336614361266,0.9938399514550582,-3.500299550666149,0.0,0.0,1.5535452417052937,-5.471578903141406,0.0,0.0
smaller_female,"Smaller female, lower-met",30,female,160.0,55.0,1.563174472339115,0.45,0.8,cold_radiant_sink,Cold radiant sink,air_temp,Directed 1°C air shift,-4.08996838298515,-3.8383436486087095,0.2516247343764406,0.2516247343764406,99.99979106911292,99.99735310094212,0.002437968170795557,-48.24767332345255,-45.279359916727834,2.968313406724718,-75.41953128897794,-70.7795395456839,4.639991743294033,-3.4227760135701644,0.8542382243087303,-0.2657427107776087,-0.13403290668569312,-5.3503960889475195,1.3353233855357018,-0.41540222169775376,-0.2095168181844862
smaller_female,"Smaller female, lower-met",30,female,160.0,55.0,1.563174472339115,0.45,0.8,cold_radiant_sink,Cold radiant sink,radiant,Directed 1°C radiant shift,-4.08996838298515,-3.868448389402764,0.22151999358238594,0.22151999358238594,99.99979106911292,99.99800268283431,0.001788386278605003,-48.24767332345255,-45.6344931508529,2.6131801725996553,-75.41953128897794,-71.33467475154744,4.084856537430497,0.7590293062163838,-3.372209478816039,0.0,0.0,1.186495235234716,-5.271351772665213,0.0,0.0
smaller_female,"Smaller female, lower-met",30,female,160.0,55.0,1.563174472339115,0.45,0.8,cold_draft,Cold high-airflow draft,air_temp,Directed 1°C air shift,-6.411137871933528,-5.956998219216697,0.4541396527168313,0.4541396527168313,100.0,100.0,0.0,-75.62955424386388,-70.2722557134739,5.357298530389983,-118.2221885483944,-109.84779624498891,8.374392303405486,-6.643974336547004,1.6368858843741307,-0.22638285858359275,-0.12382721963352328,-10.38569107776648,2.558738228585881,-0.3538759055130285,-0.193563548711853
smaller_female,"Smaller female, lower-met",30,female,160.0,55.0,1.563174472339115,0.45,0.8,cold_draft,Cold high-airflow draft,radiant,Directed 1°C radiant shift,-6.411137871933528,-6.2291295813382845,0.1820082905952436,0.1820082905952436,100.0,100.0,0.0,-75.62955424386388,-73.48247736587834,2.1470768779855405,-118.2221885483944,-114.86593278257783,3.35625576581657,1.5261077004457206,-3.6731845784312576,0.0,0.0,2.3855725993769,-5.741828365193456,0.0,0.0
smaller_female,"Smaller female, lower-met",30,female,160.0,55.0,1.563174472339115,0.45,0.8,severe_hot_bulk,Severe hot bulk,air_temp,Directed 1°C air shift,1.7829766787092995,1.5192784584616457,-0.2636982202476539,0.2636982202476539,66.13727944267899,51.94833511505931,14.18894432761968,21.033041892346834,17.92230254301264,-3.1107393493341924,32.87831416175576,28.015685820775765,-4.862628340979995,3.4276373873702957,-0.8858493116932369,0.4000846129113036,0.1688666607458278,5.357995264372384,-1.3847370303780426,0.6254020536786271,0.2639680533070283
smaller_female,"Smaller female, lower-met",30,female,160.0,55.0,1.563174472339115,0.45,0.8,severe_hot_bulk,Severe hot bulk,radiant,Directed 1°C radiant shift,1.7829766787092995,1.5301386729209459,-0.2528380057883537,0.2528380057883537,66.13727944267899,52.53951034076646,13.597769101912526,21.033041892346834,18.050416022235314,-2.9826258701115194,32.87831416175576,28.215949541059196,-4.6623646206965645,-0.8663666784821658,3.848992548593687,0.0,0.0,-1.3542822754885506,6.016646896185124,0.0,0.0
smaller_female,"Smaller female, lower-met",30,female,160.0,55.0,1.563174472339115,0.45,0.8,hot_radiant_gain,Hot radiant gain,air_temp,Directed 1°C air shift,1.771446336284801,1.5119361056619227,-0.25951023062287826,0.25951023062287826,65.53563710819766,51.548910788027534,13.986726320170128,20.89702318938593,17.835687829612827,-3.0613353597731034,32.6656931975266,27.880291911860205,-4.785401285666396,3.4375925802415246,-0.8748559387664478,0.3442178509932674,0.1543808673047593,5.373556967735901,-1.3675524704539832,0.5380725575961058,0.24132423078837206
smaller_female,"Smaller female, lower-met",30,female,160.0,55.0,1.563174472339115,0.45,0.8,hot_radiant_gain,Hot radiant gain,radiant,Directed 1°C radiant shift,1.771446336284801,1.5095439185178,-0.26190241776700107,0.26190241776700107,65.53563710819766,51.41882787392234,14.116809234275323,20.89702318938593,17.807468182649696,-3.0895550067362336,32.6656931975266,27.83617968010902,-4.829513517417581,-0.8835609922659309,3.973115999002165,0.0,0.0,-1.3811599878647236,6.210673505282304,0.0,0.0
smaller_female,"Smaller female, lower-met",30,female,160.0,55.0,1.563174472339115,0.45,0.8,hot_humid_still,Hot humid still air,air_temp,Directed 1°C air shift,1.8189730859301012,1.5354327677617676,-0.2835403181683336,0.2835403181683336,67.99609698527941,52.82782644749192,15.168270537787485,21.45767668992432,18.112868279686975,-3.344808410237345,33.54209243739577,28.31357331564758,-5.228519121748192,3.3854216852378736,-0.8727427443345661,0.6090736613524204,0.22305580798162206,5.2920047564671115,-1.364249178862977,0.9520883992002229,0.3486751449438472
smaller_female,"Smaller female, lower-met",30,female,160.0,55.0,1.563174472339115,0.45,0.8,hot_humid_still,Hot humid still air,radiant,Directed 1°C radiant shift,1.8189730859301012,1.5654194727417583,-0.2535536131883429,0.2535536131883429,67.99609698527941,54.46176116849764,13.53433581678177,21.45767668992432,18.46660909390456,-2.991067596019761,33.54209243739577,28.86653192625696,-4.675560511138812,-0.8100873900664203,3.80115498608618,0.0,0.0,-1.266307928515646,5.94186843965446,0.0,0.0
reference_office,Reference office,40,male,170.0,70.0,1.809707801753247,0.5,0.9,severe_cold_bulk,Severe cold bulk,air_temp,Directed 1°C air shift,-3.4959918232528606,-3.2402900552961604,0.2557017679567002,0.2557017679567002,99.95574887680822,99.76075707776171,0.19499179904650532,-47.2128467958968,-43.75963265629769,3.453214139599112,-85.44145718951523,-79.19214861995809,6.249308569557144,-4.249758580673664,1.146776454359717,-0.2144169004249612,-0.13581511286019232,-7.690821259012935,2.0753302963216953,-0.3880319375268044,-0.24578566933908697
reference_office,Reference office,40,male,170.0,70.0,1.809707801753247,0.5,0.9,severe_cold_bulk,Severe cold bulk,radiant,Directed 1°C radiant shift,-3.4959918232528606,-3.3170397712502386,0.178952052002622,0.178952052002622,99.95574887680822,99.85084718135747,0.10490169545074934,-47.2128467958968,-44.79612609340102,2.4167207024957804,-85.44145718951523,-81.06789887955003,4.373558309965205,1.0605174178276755,-3.47723812032347,0.0,0.0,1.9192266449379503,-6.292784954903183,0.0,0.0
reference_office,Reference office,40,male,170.0,70.0,1.809707801753247,0.5,0.9,cold_radiant_sink,Cold radiant sink,air_temp,Directed 1°C air shift,-2.901699911034474,-2.687303000517563,0.214396910516911,0.214396910516911,98.59208442110393,96.57311374788212,2.0189706732218156,-39.187023389507836,-36.29162517306401,2.895398216443823,-70.9170619554793,-65.67723721399848,5.239824741480817,-3.399265066845633,0.9203965812008335,-0.2657427107776087,-0.15078702002140432,-6.151676511697815,1.6656488737061608,-0.4809166569532941,-0.27288044653585786
reference_office,Reference office,40,male,170.0,70.0,1.809707801753247,0.5,0.9,cold_radiant_sink,Cold radiant sink,radiant,Directed 1°C radiant shift,-2.901699911034474,-2.7149027848859775,0.18679712614849642,0.18679712614849642,98.59208442110393,96.91604837863802,1.6760360424659098,-39.187023389507836,-36.66435613379415,2.522667255713685,-70.9170619554793,-66.3517713415868,4.5652906138925005,0.8215109715750906,-3.3441782272887792,0.0,0.0,1.4866948144853325,-6.051985428377847,0.0,0.0
reference_office,Reference office,40,male,170.0,70.0,1.809707801753247,0.5,0.9,cold_draft,Cold high-airflow draft,air_temp,Directed 1°C air shift,-4.736173321550296,-4.356438135523757,0.37973518602653833,0.37973518602653833,99.99999996627515,99.99999135534279,8.610932368924296e-06,-63.96131247844583,-58.833045575292495,5.128266903153332,-115.75128620262073,-106.47062157851119,9.280664624109548,-6.500089480849269,1.737511058367236,-0.22638285858359275,-0.13930562208771402,-11.763262645587133,3.144387317959726,-0.409686825361927,-0.2521024711202262
