scenario_id,time_min,agent_id,room_id,room_name,x,y,activity,clo,duration_mins,pmv,ppd,met,air_temp,mean_radiant_temp,humidity,air_velocity,lux,noise_db,position_error,environment_error,computed_error
young_mixed_t20p0_rh55,0.0,resident_10,room_8,Entry Closet,2,8,standing,0.45,0.0,-2.64,95.9,0.98,20.0,20.0,55.0,0.1,300.0,40.0,,,
young_mixed_t20p0_rh55,0.0,resident_11,room_9,Service Vestibule,3,11,standing,0.45,0.0,-2.49,93.3,0.96,20.0,21.5,55.0,0.1,300.0,40.0,,,
young_mixed_t20p0_rh55,0.0,resident_12,room_14,Guest Room,8,10,seated,0.55,0.0,-3.43,99.9,0.8,20.0,21.5,55.0,0.08,300.0,40.0,,,
young_mixed_t20p0_rh55,0.0,resident_13,room_15,Bath 2,22,10,standing,0.45,0.0,-2.15,83.2,1.0,20.0,21.5,65.0,0.08,300.0,40.0,,,
young_mixed_t20p0_rh55,0.0,resident_14,room_21,Bedroom 1,13,18,seated,0.55,0.0,-3.37,99.9,0.81,20.0,21.5,55.0,0.08,300.0,40.0,,,
young_mixed_t20p0_rh55,0.0,resident_15,room_22,Bedroom 2,18,18,seated,0.55,0.0,-4.36,100.0,0.72,20.0,21.5,55.0,0.08,300.0,40.0,,,
young_mixed_t20p0_rh55,0.0,resident_16,room_16,Bedroom 3,25,10,seated,0.55,0.0,-3.49,100.0,0.79,20.0,21.5,55.0,0.08,300.0,40.0,,,
young_mixed_t20p0_rh55,0.0,resident_17,room_19,West Bedroom Hall,14,13,standing,0.55,0.0,-3.34,99.9,0.84,20.0,20.0,55.0,0.1,300.0,40.0,,,
young_mixed_t20p0_rh55,0.0,resident_18,room_20,East Bedroom Hall,17,13,standing,0.55,0.0,-2.17,83.7,0.98,20.0,20.0,55.0,0.1,300.0,40.0,,,
young_mixed_t20p0_rh55,0.0,resident_19,room_17,Laundry,5,11,standing,0.45,0.0,-2.41,91.3,0.96,20.0,21.5,65.0,0.08,300.0,40.0,,,
young_mixed_t20p0_rh55,0.0,resident_20,room_18,Ensuite Bath,28,11,standing,0.45,0.0,-3.39,99.9,0.88,20.0,20.0,65.0,0.08,300.0,40.0,,,
young_mixed_t20p0_rh55,0.0,resident_21,room_23,Shared Bath,15,17,standing,0.45,0.0,-2.72,97.0,0.96,20.0,20.0,65.0,0.08,300.0,40.0,,,
young_mixed_t20p0_rh75,0.0,resident_01,room_0,Living Room,12,5,seated,0.55,0.0,-4.49,100.0,0.73,20.0,20.0,75.0,0.12,300.0,40.0,,,
young_mixed_t20p0_rh75,0.0,resident_02,room_1,Dining Room,20,5,seated,0.55,0.0,-4.86,100.0,0.7,20.0,20.0,75.0,0.12,300.0,40.0,,,
young_mixed_t20p0_rh75,0.0,resident_03,room_2,Primary Bedroom,28,6,seated,0.55,0.0,-3.47,99.9,0.79,20.0,21.0,75.0,0.08,300.0,40.0,,,
young_mixed_t20p0_rh75,0.0,resident_04,room_3,Kitchen,3,6,standing,0.45,0.0,-3.55,100.0,0.88,20.0,20.0,75.0,0.15,300.0,40.0,,,
young_mixed_t20p0_rh75,0.0,resident_05,room_4,Breakfast Nook,7,5,seated,0.55,0.0,-3.68,100.0,0.8,20.0,20.0,75.0,0.12,300.0,40.0,,,
young_mixed_t20p0_rh75,0.0,resident_06,room_5,Powder Room,15,5,standing,0.45,0.0,-2.44,92.1,0.98,20.0,20.0,75.0,0.1,300.0,40.0,,,
young_mixed_t20p0_rh75,0.0,resident_07,room_6,Study,25,5,seated,0.55,0.0,-3.54,100.0,0.81,20.0,20.0,75.0,0.12,300.0,40.0,,,
young_mixed_t20p0_rh75,0.0,resident_08,room_11,Family Lounge West,12,10,seated,0.55,0.0,-3.42,99.9,0.82,20.0,20.0,75.0,0.12,300.0,40.0,,,
young_mixed_t20p0_rh75,0.0,resident_09,room_12,Family Lounge East,19,10,seated,0.55,0.0,-3.42,99.9,0.79,20.0,21.5,75.0,0.12,300.0,40.0,,,
young_mixed_t20p0_rh75,0.0,resident_10,room_8,Entry Closet,2,8,standing,0.45,0.0,-2.51,93.6,0.98,20.0,20.0,75.0,0.1,300.0,40.0,,,
young_mixed_t20p0_rh75,0.0,resident_11,room_9,Service Vestibule,3,11,standing,0.45,0.0,-2.37,90.2,0.96,20.0,21.5,75.0,0.1,300.0,40.0,,,
young_mixed_t20p0_rh75,0.0,resident_12,room_14,Guest Room,8,10,seated,0.55,0.0,-3.28,99.8,0.8,20.0,21.5,75.0,0.08,300.0,40.0,,,
young_mixed_t20p0_rh75,0.0,resident_13,room_15,Bath 2,22,10,standing,0.45,0.0,-2.03,78.1,1.0,20.0,21.5,85.0,0.08,300.0,40.0,,,
young_mixed_t20p0_rh75,0.0,resident_14,room_21,Bedroom 1,13,18,seated,0.55,0.0,-3.22,99.7,0.81,20.0,21.5,75.0,0.08,300.0,40.0,,,
young_mixed_t20p0_rh75,0.0,resident_15,room_22,Bedroom 2,18,18,seated,0.55,0.0,-4.19,100.0,0.72,20.0,21.5,75.0,0.08,300.0,40.0,,,
young_mixed_t20p0_rh75,0.0,resident_16,room_16,Bedroom 3,25,10,seated,0.55,0.0,-3.34,99.9,0.79,20.0,21.5,75.0,0.08,300.0,40.0,,,
young_mixed_t20p0_rh75,0.0,resident_17,room_19,West Bedroom Hall,14,13,standing,0.55,0.0,-3.2,99.7,0.84,20.0,20.0,75.0,0.1,300.0,40.0,,,
young_mixed_t20p0_rh75,0.0,resident_18,room_20,East Bedroom Hall,17,13,standing,0.55,0.0,-2.04,78.6,0.98,20.0,20.0,75.0,0.1,300.0,40.0,,,
young_mixed_t20p0_rh75,0.0,resident_19,room_17,Laundry,5,11,standing,0.45,0.0,-2.28,87.7,0.96,20.0,21.5,85.0,0.08,300.0,40.0,,,
young_mixed_t20p0_rh75,0.0,resident_20,room_18,Ensuite Bath,28,11,standing,0.45,0.0,-3.26,99.8,0.88,20.0,20.0,85.0,0.08,300.0,40.0,,,
young_mixed_t20p0_rh75,0.0,resident_21,room_23,Shared Bath,15,17,standing,0.45,0.0,-2.59,95.1,0.96,20.0,20.0,85.0,0.08,300.0,40.0,,,
young_mixed_t20p0_rh80,0.0,resident_01,room_0,Living Room,12,5,seated,0.55,0.0,-4.45,100.0,0.73,20.0,20.0,80.0,0.12,300.0,40.0,,,
young_mixed_t20p0_rh80,0.0,resident_02,room_1,Dining Room,20,5,seated,0.55,0.0,-4.81,100.0,0.7,20.0,20.0,80.0,0.12,300.0,40.0,,,
young_mixed_t20p0_rh80,0.0,resident_03,room_2,Primary Bedroom,28,6,seated,0.55,0.0,-3.43,99.9,0.79,20.0,21.0,80.0,0.08,300.0,40.0,,,
young_mixed_t20p0_rh80,0.0,resident_04,room_3,Kitchen,3,6,standing,0.45,0.0,-3.52,100.0,0.88,20.0,20.0,80.0,0.15,300.0,40.0,,,
young_mixed_t20p0_rh80,0.0,resident_05,room_4,Breakfast Nook,7,5,seated,0.55,0.0,-3.64,100.0,0.8,20.0,20.0,80.0,0.12,300.0,40.0,,,
